run_id,system,regime,scope,seed,tag,macro_f1,neg_f1,neu_f1,pos_f1,n_test,backbone,wall_seconds,train_total,silver_frac,pool_mode,strict_lodo,supcon_lambda,supcon_tau,max_temp_c,nn_at_1,nn_at_5,nn_at_10,nn_at_20,nmi,ari,silhouette,davies_bouldin,anisotropy,twonn_id,centroid_within_class_cross_domain,centroid_cross_class,temperature,ece_before,ece_after,mce_before,mce_after,brier_before,brier_after,neu_ece_before
indomain.Finance.fasttext_mlp.s87,fasttext_mlp,indomain,Finance,87,,0.5658624744452957,0.513317191283293,0.5987780040733197,0.5854922279792746,645,,21.8,18590,,,,,,,,,,,,,,,,,,,,,,,,,,
indomain.Finance.full.s100,full,indomain,Finance,100,,0.7715237290958391,0.7255369928400954,0.7942973523421588,0.7947368421052632,645,xlm-roberta-base,246.5,18590,,gold+bulk,False,0.1,0.07,56.0,0.7426356589147287,0.7463565891472869,0.7347286821705427,0.7251937984496124,0.38897515106691677,0.44561410649946764,0.3173179030418396,1.607674020236103,0.7820884585380554,16.194610482874527,,,1.7850000000000004,0.11823727681902522,0.04735790649794809,0.27295557873256115,0.16134063352254313,0.35481163774798796,0.32556153311741276,0.09391593954324874
indomain.Finance.full.s13,full,indomain,Finance,13,,0.7599189383665217,0.7325301204819277,0.793036750483559,0.7541899441340782,645,xlm-roberta-base,235.9,18590,,gold+bulk,False,0.1,0.07,62.0,0.7193798449612403,0.7274418604651163,0.7223255813953489,0.7165891472868217,0.38578572020383245,0.4438425904141245,0.3342078924179077,1.5638342830610483,0.7746257185935974,16.550400155447743,,,2.0199999999999996,0.14466100512726487,0.04896197404274564,0.26337665564815926,0.14124110698317333,0.36573891905237216,0.32349887088176016,0.10968409052223613
indomain.Finance.full.s21,full,indomain,Finance,21,,0.7710412299091544,0.73,0.7886792452830189,0.7944444444444444,645,xlm-roberta-base,244.7,18590,,gold+bulk,False,0.1,0.07,53.0,0.7472868217054264,0.750077519379845,0.7466666666666667,0.7366666666666667,0.4115027682825847,0.4609141321522762,0.34335365891456604,1.5666204267816368,0.7360946536064148,17.738776606183325,,,2.2150000000000003,0.14283439802166856,0.057984519007464555,0.3523016644429149,0.11233033965497696,0.3665001281962307,0.32510133543629066,0.13361488740575164
indomain.Finance.full.s42,full,indomain,Finance,42,,0.7594608095417615,0.7286063569682152,0.783109404990403,0.7666666666666667,645,xlm-roberta-base,238.9,18590,,gold+bulk,False,0.1,0.07,57.0,0.7069767441860465,0.7234108527131783,0.7302325581395349,0.7250387596899225,0.38747722811485996,0.4436592765408648,0.336683064699173,1.545335179222213,0.78131103515625,17.935370198271613,,,1.9649999999999999,0.14975164719137796,0.07204867984305795,0.3808409093333585,0.17977867841137668,0.36220175592671977,0.32122040349389186,0.11536517920050186
indomain.Finance.full.s87,full,indomain,Finance,87,,0.7760723327374377,0.7577937649880095,0.7984934086629002,0.7719298245614035,645,xlm-roberta-base,241.5,18590,,gold+bulk,False,0.1,0.07,61.0,0.7488372093023256,0.7404651162790697,0.7291472868217054,0.7232558139534884,0.41177544341345296,0.46747664307326514,0.33323150873184204,1.6367239474809308,0.8381792902946472,16.6514829931472,,,1.5800000000000003,0.09321859680381445,0.04390860353704402,0.18881457293384518,0.08936926699902659,0.3443221588225938,0.32692289527983653,0.10590627233418942
indomain.Finance.full_mbert.s13,full_mbert,indomain,Finance,13,,0.7103465467134225,0.6776470588235294,0.767175572519084,0.6862170087976539,645,bert-base-multilingual-cased,198.7,18590,,gold+bulk,False,0.1,0.07,56.0,0.6697674418604651,0.6831007751937984,0.6776744186046512,0.6670542635658915,0.3287821299420315,0.38208898530839236,0.26351597905158997,2.004300832749492,0.8186247944831848,19.128559982659862,,,1.9199999999999997,0.1398816769268261,0.06581695512664815,0.31266878716532653,0.19122353170514073,0.404217923985898,0.36735639506942086,0.11466283587676272
indomain.Finance.full_mbert.s21,full_mbert,indomain,Finance,21,,0.7113665715323428,0.6616915422885572,0.7721280602636534,0.7002801120448179,645,bert-base-multilingual-cased,200.0,18590,,gold+bulk,False,0.1,0.07,59.0,0.6728682170542636,0.6762790697674419,0.6835658914728682,0.6765116279069767,0.3361320316034901,0.39038663015082714,0.2554893493652344,1.9781658398408126,0.7951669096946716,18.97028062456862,,,2.0900000000000007,0.14874230446231812,0.047827612436376996,0.30612064383287657,0.11320124618954724,0.41037943529405413,0.3672573585655818,0.11087413610496749
indomain.Finance.full_mbert.s42,full_mbert,indomain,Finance,42,,0.7233291165928737,0.6813725490196079,0.7843137254901961,0.7043010752688172,645,bert-base-multilingual-cased,157.9,18590,,gold+bulk,False,0.1,0.07,63.0,0.6821705426356589,0.6747286821705426,0.6596899224806202,0.6449612403100775,0.314448633200968,0.35256682816279666,0.2123507261276245,2.2391965944460215,0.8344833254814148,18.65906254149216,,,1.5649999999999995,0.08339869334738712,0.06097148364245918,0.2387369226854309,0.1281516480324516,0.3900102092613215,0.3779973800166593,0.07682948672266028
indomain.Finance.full_mdeberta.s13,full_mdeberta,indomain,Finance,13,,0.7956520938907227,0.7681818181818182,0.8284518828451883,0.7903225806451613,645,microsoft/mdeberta-v3-base,310.4,18590,,gold+bulk,False,0.1,0.07,59.0,0.7503875968992249,0.7392248062015504,0.7342635658914729,0.7197674418604652,0.42884590804937245,0.49588423659769215,0.39391979575157166,1.269304252465929,0.813909113407135,13.540355208767757,,,1.7099999999999997,0.10189499655151259,0.05106099210089919,0.25155785453212676,0.12583828630481908,0.3175133034339991,0.2958930559537179,0.06735840711787618
indomain.Finance.full_mdeberta.s21,full_mdeberta,indomain,Finance,21,,0.7792519403041642,0.7407407407407407,0.8289738430583501,0.7680412371134021,645,microsoft/mdeberta-v3-base,307.0,18590,,gold+bulk,False,0.1,0.07,62.0,0.737984496124031,0.7258914728682171,0.7190697674418605,0.7203100775193798,0.4066512107095386,0.4755254753269003,0.37924477458000183,1.3531862676649495,0.8267301917076111,13.62376641236654,,,1.54,0.10409366124812154,0.043918051531265115,0.21874723126696793,0.18694412994105042,0.3300080161984437,0.31201180979789467,0.0712217478661545
indomain.Finance.full_mdeberta.s42,full_mdeberta,indomain,Finance,42,,0.7933794909371513,0.7674418604651163,0.8383233532934131,0.7743732590529248,645,microsoft/mdeberta-v3-base,317.0,18590,,gold+bulk,False,0.1,0.07,58.0,0.7472868217054264,0.7342635658914729,0.7322480620155039,0.7271317829457364,0.44767939412971475,0.5167776090505223,0.3839128315448761,1.4018266413533864,0.8249368667602539,14.6165847192741,,,1.5599999999999996,0.07984563532059946,0.047911469643482814,0.17686081232096362,0.12210874864584031,0.3029694396053772,0.29153036426918233,0.07876750483968915
indomain.Finance.full_midinject.s13,full_midinject,indomain,Finance,13,,0.7790582813356025,0.751219512195122,0.806949806949807,0.7790055248618785,645,xlm-roberta-base,248.4,18590,,gold+bulk,False,0.1,0.07,53.0,0.7069767441860465,0.7212403100775194,0.7176744186046512,0.7186821705426356,0.41296593369532947,0.4743850446606458,0.3344370722770691,1.573222540457359,0.7687040567398071,16.19811013197086,,,2.0250000000000012,0.1258101426007539,0.05781135022019431,0.26372850949299653,0.13226172886329302,0.361072401610595,0.32309035811560793,0.11251138012663141
indomain.Finance.full_midinject.s21,full_midinject,indomain,Finance,21,,0.7710358011715535,0.7326732673267327,0.7894736842105263,0.7909604519774012,645,xlm-roberta-base,249.5,18590,,gold+bulk,False,0.1,0.07,56.0,0.7550387596899225,0.7491472868217054,0.7401550387596899,0.7306201550387597,0.40807195681000474,0.45830662857790216,0.33204472064971924,1.6224772084278474,0.7476730346679688,17.92184178487879,,,2.125000000000001,0.13397268419653585,0.05445117875560303,0.37615206129178647,0.13944495951393343,0.37578442771461057,0.3372219229991864,0.13441427720872795
indomain.Finance.full_midinject.s42,full_midinject,indomain,Finance,42,,0.7636065064047596,0.7277227722772277,0.7908745247148289,0.7722222222222223,645,xlm-roberta-base,245.5,18590,,gold+bulk,False,0.1,0.07,60.0,0.7317829457364341,0.7165891472868217,0.7148837209302326,0.7195348837209302,0.38668325633253764,0.4447144294615236,0.32809901237487793,1.5988707194895173,0.785092294216156,17.06144638043413,,,1.9850000000000005,0.13853166137567618,0.04704752679080877,0.2745958598040582,0.08477737357037607,0.3678888575139287,0.32761804415968726,0.11213630519912181
indomain.Finance.mbert_ft.s13,mbert_ft,indomain,Finance,13,,0.7202708848443571,0.6481012658227848,0.7797270955165692,0.7329842931937173,645,bert-base-multilingual-cased,190.4,18590,,gold+bulk,False,,,49.0,0.6992248062015504,0.6849612403100775,0.6711627906976744,0.6685271317829458,0.3624338966771767,0.4161783373450874,0.23895461857318878,2.085790008289962,0.22023449838161469,20.730428933439477,,,2.3750000000000013,0.14246045121667367,0.04642957614673616,0.31846939389128104,0.10930478592076198,0.4067750011492063,0.36338282739655864,0.1037819941855676
indomain.Finance.mbert_ft.s21,mbert_ft,indomain,Finance,21,,0.720698725153912,0.6837209302325581,0.7817460317460317,0.6966292134831461,645,bert-base-multilingual-cased,189.6,18590,,gold+bulk,False,,,56.0,0.689922480620155,0.6679069767441861,0.6703875968992248,0.66,0.35195345358984514,0.3739029528260851,0.20999287068843842,2.038676690125273,0.27605342864990234,21.609088911714483,,,1.6900000000000002,0.08353425832817374,0.04468589498550871,0.21298199712333366,0.12163660560044287,0.3803266946292046,0.36876021385158786,0.06973216577987486
indomain.Finance.mbert_ft.s42,mbert_ft,indomain,Finance,42,,0.7299072907768559,0.6952380952380952,0.7747035573122529,0.7197802197802198,645,bert-base-multilingual-cased,194.1,18590,,gold+bulk,False,,,55.0,0.6930232558139535,0.6725581395348837,0.6652713178294574,0.6542635658914728,0.34849000748903536,0.3763484247796854,0.2279297411441803,2.0220644069655656,0.22785696387290955,20.031379661619173,,,2.3500000000000005,0.12838067903945288,0.04787009968968875,0.2825559586508133,0.12281749250788554,0.394062661204213,0.36141485187376526,0.09636604421493733
indomain.Finance.mdeberta_dapt.s13,mdeberta_dapt,indomain,Finance,13,,0.7705492323511683,0.7721518987341772,0.7983193277310925,0.7411764705882353,645,microsoft/mdeberta-v3-base,266.2,18590,,gold+bulk,False,,,53.0,0.7255813953488373,0.7252713178294574,0.7153488372093023,0.7110852713178295,0.40487861109795714,0.45406413406481133,0.36147838830947876,1.300544758861326,0.23442617058753967,11.411917637437753,,,1.7149999999999996,0.11176016843903674,0.062429394681868415,0.20195797765729429,0.14389625999998612,0.3448035861414726,0.31981818435193266,0.0768650231536726
indomain.Finance.mdeberta_dapt.s21,mdeberta_dapt,indomain,Finance,21,,0.789191174384651,0.7625570776255708,0.8242677824267782,0.7807486631016043,645,microsoft/mdeberta-v3-base,275.8,18590,,gold+bulk,False,,,58.0,0.737984496124031,0.7426356589147287,0.7375193798449612,0.7344186046511628,0.42535902678446347,0.49427037590548584,0.36930370330810547,1.3565266895561203,0.167597234249115,13.573819489666231,,,1.8099999999999998,0.1151921299207093,0.057630451254028804,0.3173989575919446,0.176658106409327,0.32774659574179926,0.29961714696985836,0.0763685910363603
indomain.Finance.mdeberta_dapt.s42,mdeberta_dapt,indomain,Finance,42,,0.7840318724936948,0.7577937649880095,0.82421875,0.7700831024930748,645,microsoft/mdeberta-v3-base,266.6,18590,,gold+bulk,False,,,62.0,0.7410852713178294,0.7407751937984496,0.7390697674418605,0.7304651162790697,0.3960648071031401,0.46136593565603967,0.3569803833961487,1.3433476427988982,0.20320777595043182,13.888784438325478,,,1.7800000000000005,0.11237914947169998,0.03916013541049322,0.24224171665795302,0.10645306916039154,0.343005510155777,0.3136512643371384,0.1074243060539517
indomain.Finance.mdeberta_ft.s13,mdeberta_ft,indomain,Finance,13,,0.7793601467871504,0.7701612903225806,0.8149779735682819,0.7529411764705882,645,microsoft/mdeberta-v3-base,270.0,18590,,gold+bulk,False,,,59.0,0.7178294573643411,0.724031007751938,0.7134883720930233,0.7116279069767442,0.418253993653272,0.42616142028759335,0.336483895778656,1.3724839329261977,0.30781522393226624,12.416062981038573,,,1.6750000000000005,0.11489913327025772,0.042917770344844904,0.25691157216379257,0.12008190635959604,0.3346861026322905,0.30759440992018805,0.06816339568264046
indomain.Finance.mdeberta_ft.s21,mdeberta_ft,indomain,Finance,21,,0.7731890715922652,0.7592592592592593,0.7984031936127745,0.7619047619047619,645,microsoft/mdeberta-v3-base,273.1,18590,,gold+bulk,False,,,60.0,0.7193798449612403,0.7302325581395349,0.7291472868217054,0.7178294573643411,0.3779780022609166,0.43466814254324243,0.3260728418827057,1.5175833871688125,0.2500498294830322,13.205625212239104,,,1.8800000000000006,0.125033688928636,0.05383461160993588,0.25808403897226184,0.13327149473191202,0.35178487325317787,0.3178952336228628,0.1012527089181421
indomain.Finance.mdeberta_ft.s42,mdeberta_ft,indomain,Finance,42,,0.76115232919178,0.7407407407407407,0.7886178861788617,0.7540983606557377,645,microsoft/mdeberta-v3-base,277.0,18590,,gold+bulk,False,,,54.0,0.7162790697674418,0.724031007751938,0.718139534883721,0.7057364341085272,0.3852845998243363,0.4111978529277147,0.30876484513282776,1.5188609335228638,0.3338089883327484,12.51237908764777,,,1.595,0.10077441302677521,0.04827866684915936,0.3061157378037171,0.16094440013170302,0.3386002005005855,0.3190777267236185,0.08047549773797999
indomain.Finance.tfidf_linear.s100,tfidf_linear,indomain,Finance,100,,0.7080489500410678,0.6935866983372921,0.7523992322456814,0.6781609195402298,645,,69.3,18590,,,,,,,,,,,,,,,,,,,,,,,,,,
indomain.Finance.tfidf_linear.s13,tfidf_linear,indomain,Finance,13,,0.7080489500410678,0.6935866983372921,0.7523992322456814,0.6781609195402298,645,,64.3,18590,,,,,,,,,,,,,,,,,,,,,,,,,,
indomain.Finance.tfidf_linear.s21,tfidf_linear,indomain,Finance,21,,0.7080489500410678,0.6935866983372921,0.7523992322456814,0.6781609195402298,645,,44.3,18590,,,,,,,,,,,,,,,,,,,,,,,,,,
indomain.Finance.tfidf_linear.s42,tfidf_linear,indomain,Finance,42,,0.7080489500410678,0.6935866983372921,0.7523992322456814,0.6781609195402298,645,,58.7,18590,,,,,,,,,,,,,,,,,,,,,,,,,,
indomain.Finance.tfidf_linear.s87,tfidf_linear,indomain,Finance,87,,0.7080489500410678,0.6935866983372921,0.7523992322456814,0.6781609195402298,645,,77.3,18590,,,,,,,,,,,,,,,,,,,,,,,,,,
indomain.Finance.xlmr_add.s13,xlmr_add,indomain,Finance,13,,0.7600275503218926,0.7306791569086651,0.7848605577689243,0.7645429362880887,645,xlm-roberta-base,237.3,18590,,gold+bulk,False,,,49.0,0.7085271317829457,0.7057364341085272,0.6973643410852713,0.6872093023255814,0.38783607064605863,0.3876501068362705,0.24889452755451202,1.8231721889074237,0.423361599445343,15.10361207012699,,,1.5499999999999998,0.087360633235647,0.031210101957077723,0.21060354117123536,0.062107009527245016,0.3474816163292234,0.33030451692474233,0.07285689642715881
indomain.Finance.xlmr_add.s21,xlmr_add,indomain,Finance,21,,0.7686139385773035,0.7370892018779343,0.8007968127490039,0.7679558011049724,645,xlm-roberta-base,224.9,18590,,gold+bulk,False,,,55.0,0.7302325581395349,0.7162790697674418,0.7074418604651163,0.6997674418604651,0.36513167191054635,0.374980549693403,0.24985724687576294,1.9360144207140924,0.3505323529243469,16.83603163951313,,,1.595,0.08895383826326342,0.03405742849562289,0.2078686868048487,0.07520273135357769,0.3354281826748975,0.3187874073052321,0.0745700323119318
indomain.Finance.xlmr_add.s42,xlmr_add,indomain,Finance,42,,0.7502065057760214,0.714975845410628,0.7870722433460076,0.7485714285714286,645,xlm-roberta-base,234.3,18590,,gold+bulk,False,,,53.0,0.7162790697674418,0.7032558139534884,0.7029457364341085,0.6913953488372093,0.389115344217118,0.4211536834217581,0.24829678237438202,1.994431219303302,0.25894808769226074,14.240954293871294,,,2.125,0.13307243586278247,0.03428483804433219,0.31967878095458047,0.0565893203047213,0.3707186547116802,0.3352057745777194,0.11017948313044602
indomain.Finance.xlmr_dapt.s13,xlmr_dapt,indomain,Finance,13,,0.7715150781992568,0.7370892018779343,0.7934560327198364,0.784,645,xlm-roberta-base,240.6,18590,,gold+bulk,False,,,47.0,0.7643410852713178,0.7094573643410853,0.6908527131782946,0.6694573643410853,0.37859132322779365,0.3818559925881919,0.2237364947795868,2.0307767255463927,0.5253543853759766,14.148475999632291,,,1.4649999999999994,0.06305818682158341,0.052233018255867195,0.20634761540837032,0.19950332388912884,0.33018769046875246,0.32608425279540426,0.058821827719297025
indomain.Finance.xlmr_dapt.s21,xlmr_dapt,indomain,Finance,21,,0.7934731884880519,0.7663551401869159,0.8097165991902834,0.8043478260869565,645,xlm-roberta-base,221.2,18590,,gold+bulk,False,,,54.0,0.7426356589147287,0.7286821705426356,0.7190697674418605,0.7161240310077519,0.4252403648282358,0.4854098129652885,0.2810688018798828,1.7832452764984863,0.28587910532951355,13.673688864354972,,,1.6149999999999995,0.08489865368690332,0.032680397787925905,0.16388685928373026,0.08398181386542525,0.314303536748666,0.29927272984448744,0.06815391728017452
indomain.Finance.xlmr_dapt.s42,xlmr_dapt,indomain,Finance,42,,0.7774837089211081,0.7355769230769231,0.819672131147541,0.7772020725388601,645,xlm-roberta-base,222.1,18590,,gold+bulk,False,,,54.0,0.7426356589147287,0.7227906976744186,0.7133333333333334,0.705968992248062,0.3830109025153844,0.399573254981672,0.2498885691165924,1.9726029503620097,0.29900994896888733,13.74288556044928,,,1.8099999999999998,0.08882667230763265,0.04462787592538786,0.27204645584845255,0.118963550776928,0.3229562858292749,0.3065413118298894,0.06799792774487554
indomain.Finance.xlmr_film.s13,xlmr_film,indomain,Finance,13,,0.7636449658768498,0.7314814814814815,0.8074534161490683,0.752,645,xlm-roberta-base,192.6,18590,,gold+bulk,False,,,49.0,0.7023255813953488,0.6728682170542636,0.6728682170542636,0.6635658914728683,0.2816038351320702,0.2400345233623151,0.1888706237077713,2.225622974605047,0.4379579722881317,15.274209432648137,,,1.2449999999999997,0.04880886930176642,0.04861017494904029,0.12660406817338576,0.14199484018309905,0.3441523485199088,0.34244375990260295,0.05207389134829718
indomain.Finance.xlmr_film.s21,xlmr_film,indomain,Finance,21,,0.7780713421874554,0.7370892018779343,0.8145161290322581,0.782608695652174,645,xlm-roberta-base,239.6,18590,,gold+bulk,False,,,53.0,0.7364341085271318,0.7004651162790698,0.6953488372093023,0.6893798449612403,0.3597956155194041,0.3724726297513358,0.23961862921714783,1.9795364372959157,0.3276872932910919,15.710967667320057,,,1.6049999999999998,0.07174862371947728,0.04947594614659697,0.21398167332740659,0.1520002420416559,0.3203522266613319,0.3107192711943116,0.064522276927334
indomain.Finance.xlmr_film.s42,xlmr_film,indomain,Finance,42,,0.7698707946706378,0.7242206235011991,0.8054474708171206,0.7799442896935933,645,xlm-roberta-base,218.8,18590,,gold+bulk,False,,,56.0,0.7178294573643411,0.7116279069767442,0.6950387596899225,0.6889922480620155,0.40311650290899226,0.4196696514639012,0.23519039154052734,2.132268580616199,0.3330811560153961,16.29112513482487,,,1.9249999999999996,0.10161544697623029,0.035449154091975604,0.22841542349838273,0.08844994557865493,0.33964491890836757,0.31988655531287186,0.09418630240625289
indomain.Finance.xlmr_ft.s100,xlmr_ft,indomain,Finance,100,,0.7676545364589703,0.7363420427553444,0.803088803088803,0.7635327635327636,645,xlm-roberta-base,226.0,18590,,gold+bulk,False,,,51.0,0.7131782945736435,0.7032558139534884,0.7012403100775194,0.6845736434108527,0.37492802566015687,0.42134536317190463,0.25100210309028625,2.015725177268132,0.3132309019565582,16.39304202718485,,,2.075,0.09903662924940977,0.054280255324976975,0.2713221535218132,0.12977636434012219,0.3466344244755304,0.32637002162737444,0.10284625298967205
indomain.Finance.xlmr_ft.s13,xlmr_ft,indomain,Finance,13,,0.7724714454859828,0.7272727272727273,0.8056112224448898,0.7845303867403315,645,xlm-roberta-base,227.5,18590,,gold+bulk,False,,,53.0,0.724031007751938,0.7246511627906976,0.7164341085271317,0.7017054263565892,0.3723047512442505,0.31993281263721335,0.2230280637741089,2.012892222572494,0.3717666268348694,17.00030942293679,,,1.4599999999999995,0.06648049645160878,0.02632678485801248,0.1602294392028118,0.09021004303022173,0.3255256640911676,0.31752418240095936,0.06684036047247788
indomain.Finance.xlmr_ft.s21,xlmr_ft,indomain,Finance,21,,0.7820229793435245,0.7303921568627451,0.8218623481781376,0.7938144329896907,645,xlm-roberta-base,226.3,18590,,gold+bulk,False,,,53.0,0.703875968992248,0.697984496124031,0.6951937984496124,0.6866666666666666,0.3868421888251987,0.41262360429427514,0.2544512152671814,1.8931351732060258,0.3327130377292633,15.35248209935631,,,1.7599999999999998,0.0804929685768677,0.032728310634009675,0.18471073169135666,0.09130835944638127,0.33015211972307895,0.3152059769537213,0.07015092549864518
indomain.Finance.xlmr_ft.s42,xlmr_ft,indomain,Finance,42,,0.7605830874864674,0.7079207920792079,0.8045977011494253,0.7692307692307693,645,xlm-roberta-base,227.3,18590,,gold+bulk,False,,,50.0,0.7271317829457364,0.7243410852713178,0.711937984496124,0.7010852713178295,0.32808383191972956,0.3581529690504515,0.2398078590631485,1.9257161806720298,0.2495632916688919,16.110053274440364,,,1.8400000000000003,0.10499447658325362,0.04612700776537368,0.2899593267143349,0.11938014816418918,0.35603599077277936,0.32982225650406055,0.09983034610412686
indomain.Finance.xlmr_ft.s87,xlmr_ft,indomain,Finance,87,,0.7618947847743404,0.7251184834123223,0.8076923076923077,0.7528735632183908,645,xlm-roberta-base,226.0,18590,,gold+bulk,False,,,53.0,0.7209302325581395,0.7147286821705426,0.7026356589147287,0.6851162790697675,0.3447863554786559,0.3490989590124439,0.23042328655719757,1.9589117005139516,0.3195265531539917,16.785624999581938,,,1.7,0.08175108078790443,0.050319276913864106,0.22396492404412593,0.10989366771369402,0.34400086981414735,0.3304451861042337,0.09657191748628638
indomain.Finance.xlmr_supcon.s100,xlmr_supcon,indomain,Finance,100,,0.7915473969051273,0.7608200455580866,0.8181818181818182,0.7956403269754768,645,xlm-roberta-base,241.7,18590,,gold+bulk,False,0.1,0.07,60.0,0.6930232558139535,0.715968992248062,0.715968992248062,0.7148062015503875,0.39824862611960105,0.46020610669027245,0.3353591859340668,1.5416479274052086,0.7542158961296082,20.42637255324406,,,2.01,0.11984773717575255,0.052457789234221446,0.24648722312246762,0.175861211155934,0.3402477338284625,0.31232892212217356,0.08143868203204531
indomain.Finance.xlmr_supcon.s13,xlmr_supcon,indomain,Finance,13,,0.7416153890654331,0.7397260273972602,0.7695238095238095,0.7155963302752294,645,xlm-roberta-base,239.7,18590,,gold+bulk,False,0.1,0.07,54.0,0.7007751937984497,0.714108527131783,0.7088372093023256,0.6980620155038759,0.35084459618808905,0.3984782468514975,0.2885870337486267,1.6957251481024478,0.8647329807281494,16.40189056361088,,,1.385,0.09555022415494789,0.049366475124688766,0.2175885717671313,0.13774439042069897,0.37237828595579026,0.35691294116249495,0.10944079862601379
